locus_tag	ftype	length_bp	gene	EC_number	COG	product
MLDAINPC_03830	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
MLDAINPC_03831	CDS	1284	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
MLDAINPC_03832	CDS	1401	gabP		COG1113	Gamma-aminobutyric acid permease
MLDAINPC_03833	CDS	678	glaR		COG1802	HTH-type transcriptional repressor GlaR
MLDAINPC_03834	CDS	450	kbp		COG1652	Potassium binding protein Kbp
MLDAINPC_03835	CDS	159				hypothetical protein
MLDAINPC_03836	CDS	300	ygaV		COG0640	HTH-type transcriptional regulator YgaV
MLDAINPC_03837	CDS	528	ygaP	2.8.1.1	COG0607	Thiosulfate sulfurtransferase YgaP
MLDAINPC_03838	CDS	180				hypothetical protein
MLDAINPC_03839	CDS	402	stpA		COG2916	DNA-binding protein StpA
MLDAINPC_03840	CDS	450	alaE			L-alanine exporter AlaE
MLDAINPC_03841	CDS	351				hypothetical protein
MLDAINPC_03842	CDS	327	ygaM		COG4575	putative protein YgaM
MLDAINPC_03843	CDS	1335	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
MLDAINPC_03844	CDS	432				hypothetical protein
MLDAINPC_03845	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
MLDAINPC_03846	CDS	411	nrdI		COG1780	Protein NrdI
MLDAINPC_03847	CDS	2118	nrdE	1.17.4.1		Ribonucleoside-diphosphate reductase 2 subunit alpha
MLDAINPC_03848	CDS	960	nrdF	1.17.4.1		Ribonucleoside-diphosphate reductase 2 subunit beta
MLDAINPC_03849	CDS	1203	proV			Glycine betaine/proline betaine transport system ATP-binding protein ProV
MLDAINPC_03850	CDS	1065	proW			Glycine betaine/proline betaine transport system permease protein ProW
MLDAINPC_03851	CDS	996	proX			Glycine betaine/proline betaine-binding periplasmic protein
MLDAINPC_03852	CDS	1185			COG2814	putative transporter
MLDAINPC_03853	CDS	531	mprA		COG1846	Transcriptional repressor MprA
MLDAINPC_03854	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
MLDAINPC_03855	CDS	1539	emrB		COG2814	Multidrug export protein EmrB
MLDAINPC_03856	CDS	1371				hypothetical protein
MLDAINPC_03857	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
MLDAINPC_03858	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
MLDAINPC_03859	CDS	426	yqaA		COG1238	Inner membrane protein YqaA
MLDAINPC_03860	CDS	567	yqaB	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
MLDAINPC_03861	tRNA	77				tRNA-Arg(acg)
MLDAINPC_03862	tRNA	77				tRNA-Arg(acg)
MLDAINPC_03863	tRNA	77				tRNA-Arg(acg)
MLDAINPC_03864	tRNA	77				tRNA-Arg(acg)
MLDAINPC_03865	tRNA	93				tRNA-Ser(gct)
MLDAINPC_03866	CDS	186	csrA		COG1551	Carbon storage regulator
MLDAINPC_03867	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
MLDAINPC_03868	CDS	540	recX		COG2137	Regulatory protein RecX
MLDAINPC_03869	CDS	1062	recA			Protein RecA
MLDAINPC_03870	CDS	498	pncC_3	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
MLDAINPC_03871	CDS	246				hypothetical protein
MLDAINPC_03872	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
MLDAINPC_03873	CDS	564	srlA_2		COG3730	PTS system glucitol/sorbitol-specific EIIC component
MLDAINPC_03874	CDS	972	srlE_2	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
MLDAINPC_03875	CDS	363	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
MLDAINPC_03876	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
MLDAINPC_03877	CDS	360				hypothetical protein
MLDAINPC_03878	CDS	774	srlR_3		COG1349	Glucitol operon repressor
MLDAINPC_03879	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
MLDAINPC_03880	CDS	1521	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
MLDAINPC_03881	CDS	1440	norV_2		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
MLDAINPC_03882	CDS	1134	norW	1.18.1.-	COG0446	Nitric oxide reductase FlRd-NAD(+) reductase
MLDAINPC_03883	CDS	2241	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
MLDAINPC_03884	CDS	546	aegA_2		COG0493	Putative oxidoreductase AegA
MLDAINPC_03885	CDS	810				hypothetical protein
MLDAINPC_03886	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
MLDAINPC_03887	CDS	411				hypothetical protein
MLDAINPC_03888	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
MLDAINPC_03889	CDS	543	hycF		COG1143	Formate hydrogenlyase subunit 6
MLDAINPC_03890	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
MLDAINPC_03891	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
MLDAINPC_03892	CDS	1827	hycC		COG0651	Formate hydrogenlyase subunit 3
MLDAINPC_03893	CDS	609	hycB		COG1142	Formate hydrogenlyase subunit 2
MLDAINPC_03894	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
MLDAINPC_03895	CDS	357	hypA		COG0375	Hydrogenase maturation factor HypA
MLDAINPC_03896	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
MLDAINPC_03897	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
MLDAINPC_03898	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
MLDAINPC_03899	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
MLDAINPC_03900	CDS	2079	fhlA			Formate hydrogenlyase transcriptional activator
MLDAINPC_03901	CDS	345				hypothetical protein
MLDAINPC_03902	CDS	918	hpf_1			Putative metal ABC transporter substrate-binding protein Hpf
MLDAINPC_03903	CDS	822	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
MLDAINPC_03904	CDS	861	mntB_2		COG1108	Manganese transport system membrane protein MntB
MLDAINPC_03905	CDS	849	mntB_3		COG1108	Manganese transport system membrane protein MntB
MLDAINPC_03906	CDS	867	yopJ	2.3.1.-		Serine/threonine-protein acetyltransferase YopJ
MLDAINPC_03907	CDS	756				hypothetical protein
MLDAINPC_03908	CDS	888	rhaR_6			HTH-type transcriptional activator RhaR
MLDAINPC_03909	CDS	453				hypothetical protein
MLDAINPC_03910	CDS	681	sctL1			SPI-1 type 3 secretion system stator protein
MLDAINPC_03911	CDS	579	orgA			Oxygen-regulated invasion protein OrgA
MLDAINPC_03912	CDS	759	prgK			Lipoprotein PrgK
MLDAINPC_03913	CDS	306	prgJ			Protein PrgJ
MLDAINPC_03914	CDS	243	sctF1			SPI-1 type 3 secretion system needle filament protein
MLDAINPC_03915	CDS	1236	prgH			Protein PrgH
MLDAINPC_03916	CDS	930	rhaR_7			HTH-type transcriptional activator RhaR
MLDAINPC_03917	CDS	1662	hilA			Transcriptional regulator HilA
MLDAINPC_03918	CDS	483				hypothetical protein
MLDAINPC_03919	CDS	1608	sptP			Secreted effector protein SptP
MLDAINPC_03920	CDS	393	sicP			Chaperone protein SicP
MLDAINPC_03921	CDS	261				hypothetical protein
MLDAINPC_03922	CDS	249	acpP_2		COG0236	Acyl carrier protein
MLDAINPC_03923	CDS	2058	sipA			Cell invasion protein SipA
MLDAINPC_03924	CDS	1032	sipD			Cell invasion protein SipD
MLDAINPC_03925	CDS	1230	sctB1			SPI-1 type 3 secretion system translocon protein SctB
MLDAINPC_03926	CDS	1782	sctE1			SPI-1 type 3 secretion system translocon protein SctE
MLDAINPC_03927	CDS	498	sicA			Chaperone protein SicA
MLDAINPC_03928	CDS	1071	spaS			Surface presentation of antigens protein SpaS
MLDAINPC_03929	CDS	792	spaR_2			Surface presentation of antigens protein SpaR
MLDAINPC_03930	CDS	261	spaQ_2			Surface presentation of antigens protein SpaQ
MLDAINPC_03931	CDS	675	spaP			Surface presentation of antigens protein SpaP
MLDAINPC_03932	CDS	912	spaO			Surface presentation of antigens protein SpaO
MLDAINPC_03933	CDS	1011				hypothetical protein
MLDAINPC_03934	CDS	444				hypothetical protein
MLDAINPC_03935	CDS	1296	sctN1	7.4.2.8		SPI-1 type 3 secretion system ATPase
MLDAINPC_03936	CDS	408	spaK			Surface presentation of antigens protein SpaK
MLDAINPC_03937	CDS	2058	invA			type III secretion system export apparatus protein InvA
MLDAINPC_03938	CDS	1119	mxiC			Protein MxiC
MLDAINPC_03939	CDS	1689	sctC1			SPI-1 type 3 secretion system secretin
MLDAINPC_03940	CDS	750	invF			Invasion protein InvF
MLDAINPC_03941	CDS	444	invH			SPI-1 type 3 secretion system pilotin
MLDAINPC_03942	CDS	450				hypothetical protein
MLDAINPC_03943	CDS	333				hypothetical protein
MLDAINPC_03944	CDS	327				hypothetical protein
MLDAINPC_03945	CDS	282	tacA3			Antitoxin TacA3
MLDAINPC_03946	CDS	528	tacT3	2.3.1.-		tRNA-acetylating toxin 3
MLDAINPC_03947	CDS	177				hypothetical protein
MLDAINPC_03948	CDS	657	pphB	3.1.3.16		Serine/threonine-protein phosphatase 2
MLDAINPC_03949	CDS	2568	mutS			DNA mismatch repair protein MutS
MLDAINPC_03950	CDS	381				hypothetical protein
MLDAINPC_03951	CDS	1209	jefA		COG0477	Drug efflux pump JefA
MLDAINPC_03952	CDS	912	ptxR			HTH-type transcriptional regulator PtxR
MLDAINPC_03953	CDS	1497	gntT_1		COG2610	High-affinity gluconate transporter
MLDAINPC_03954	CDS	951	denD	1.1.1.410	COG0451	D-erythronate dehydrogenase
MLDAINPC_03955	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
MLDAINPC_03956	CDS	639	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
MLDAINPC_03957	CDS	1263	otnK	2.7.1.217		3-oxo-tetronate kinase
MLDAINPC_03958	CDS	924	ltnD	1.1.1.411	COG2084	L-threonate dehydrogenase
MLDAINPC_03959	CDS	765	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
MLDAINPC_03960	CDS	405	hosA			Transcriptional regulator HosA
MLDAINPC_03961	CDS	594	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
MLDAINPC_03962	CDS	1428	edcC	4.1.1.61	COG0043	Phenolic acid decarboxylase
MLDAINPC_03963	CDS	237	vdcD			Protein VdcD
MLDAINPC_03964	CDS	993	rpoS			RNA polymerase sigma factor RpoS
MLDAINPC_03965	CDS	1134	nlpD_1			Murein hydrolase activator NlpD
MLDAINPC_03966	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
MLDAINPC_03967	CDS	762	surE	3.1.3.5		5'/3'-nucleotidase SurE
MLDAINPC_03968	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
MLDAINPC_03969	CDS	480	ispF	4.6.1.12		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
MLDAINPC_03970	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
MLDAINPC_03971	CDS	312	ftsB		COG2919	Cell division protein FtsB
MLDAINPC_03972	CDS	324	ygbE			Inner membrane protein YgbE
MLDAINPC_03973	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
MLDAINPC_03974	CDS	1440	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
MLDAINPC_03975	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
MLDAINPC_03976	CDS	1047				hypothetical protein
	repeat_region	578				
MLDAINPC_03977	CDS	294	ygbF	3.1.-.-	COG0847	CRISPR-associated endoribonuclease Cas2
MLDAINPC_03978	CDS	921	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
MLDAINPC_03979	CDS	651	casE	3.1.-.-		CRISPR system Cascade subunit CasE
MLDAINPC_03980	CDS	747				hypothetical protein
MLDAINPC_03981	CDS	1059	casC		COG1857	CRISPR system Cascade subunit CasC
MLDAINPC_03982	CDS	561				hypothetical protein
MLDAINPC_03983	CDS	1458				hypothetical protein
MLDAINPC_03984	CDS	432				hypothetical protein
MLDAINPC_03985	CDS	2196	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
MLDAINPC_03986	CDS	954	sopD			Secreted effector protein SopD
MLDAINPC_03987	CDS	735	cysH_2	1.8.4.8	COG0175	Phosphoadenosine 5'-phosphosulfate reductase
MLDAINPC_03988	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
MLDAINPC_03989	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
MLDAINPC_03990	CDS	363	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
MLDAINPC_03991	CDS	798				hypothetical protein
	repeat_region	1494				
MLDAINPC_03992	CDS	672	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
MLDAINPC_03993	CDS	1299	eno	4.2.1.11		Enolase
MLDAINPC_03994	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
MLDAINPC_03995	CDS	801	mazG	3.6.1.8	COG3956	Nucleoside triphosphate pyrophosphohydrolase
MLDAINPC_03996	CDS	276			COG1662	IS1 family transposase IS1D
MLDAINPC_03997	CDS	378			COG1662	IS1 family transposase IS1R
MLDAINPC_03998	CDS	297	parE4		COG3668	Toxin ParE4
MLDAINPC_03999	CDS	288	parD			Antitoxin ParD
MLDAINPC_04000	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
MLDAINPC_04001	CDS	1296	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
MLDAINPC_04002	CDS	2757	barA	2.7.13.3	COG2205	Signal transduction histidine-protein kinase BarA
MLDAINPC_04003	CDS	1143	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
MLDAINPC_04004	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
MLDAINPC_04005	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
MLDAINPC_04006	CDS	1359	gudP_1		COG2271	putative galactarate/D-glucarate transporter GudP
MLDAINPC_04007	CDS	450	yqcA		COG0716	Flavodoxin YqcA
MLDAINPC_04008	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
MLDAINPC_04009	CDS	330	yqcC		COG3098	putative protein YqcC
MLDAINPC_04010	CDS	546	syd			Protein Syd
MLDAINPC_04011	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MLDAINPC_04012	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
MLDAINPC_04013	CDS	1290	sdaC		COG0814	Serine transporter SdaC
MLDAINPC_04014	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
MLDAINPC_04015	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
MLDAINPC_04016	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
MLDAINPC_04017	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
MLDAINPC_04018	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
MLDAINPC_04019	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
MLDAINPC_04020	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
MLDAINPC_04021	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
MLDAINPC_04022	CDS	711	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
MLDAINPC_04023	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
MLDAINPC_04024	CDS	396				hypothetical protein
MLDAINPC_04025	CDS	918	gcvA		COG0583	Glycine cleavage system transcriptional activator
MLDAINPC_04026	CDS	123				hypothetical protein
MLDAINPC_04027	CDS	228	ygdR_4			putative lipoprotein YgdR
MLDAINPC_04028	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
MLDAINPC_04029	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
MLDAINPC_04030	CDS	915	rarD_2		COG2962	Protein RarD
MLDAINPC_04031	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
MLDAINPC_04032	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
MLDAINPC_04033	tRNA	77				tRNA-Met(cat)
MLDAINPC_04034	tRNA	77				tRNA-Met(cat)
MLDAINPC_04035	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
MLDAINPC_04036	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
MLDAINPC_04037	CDS	1836	recD	5.6.2.3	COG0507	RecBCD enzyme subunit RecD
MLDAINPC_04038	CDS	3546	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
MLDAINPC_04039	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
MLDAINPC_04040	CDS	3372	recC		COG1330	RecBCD enzyme subunit RecC
MLDAINPC_04041	CDS	321				hypothetical protein
MLDAINPC_04042	CDS	408				hypothetical protein
MLDAINPC_04043	CDS	564				hypothetical protein
MLDAINPC_04044	CDS	471				hypothetical protein
MLDAINPC_04045	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
MLDAINPC_04046	CDS	876	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
MLDAINPC_04047	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
MLDAINPC_04048	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
MLDAINPC_04049	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
MLDAINPC_04050	CDS	714				hypothetical protein
MLDAINPC_04051	CDS	219	ygdR_5			putative lipoprotein YgdR
MLDAINPC_04052	CDS	1041	tas		COG0667	Protein tas
MLDAINPC_04053	CDS	1203	lplT		COG0477	Lysophospholipid transporter LplT
MLDAINPC_04054	CDS	2160	aas		COG0204	Bifunctional protein Aas
MLDAINPC_04055	CDS	1029	galR		COG1609	HTH-type transcriptional regulator GalR
MLDAINPC_04056	CDS	1020	ascG		COG1609	HTH-type transcriptional regulator AscG
MLDAINPC_04057	CDS	1263	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MLDAINPC_04058	CDS	936	dgcR			HTH-type transcriptional regulator DgcR
MLDAINPC_04059	CDS	708	ygeA	5.1.1.13	COG1794	L-aspartate/glutamate-specific racemase
MLDAINPC_04060	CDS	1419	araE		COG2814	Arabinose-proton symporter
MLDAINPC_04061	CDS	762	kduD	1.1.1.127	COG1028	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
MLDAINPC_04062	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
MLDAINPC_04063	CDS	1179	atoB	2.3.1.9		Acetyl-CoA acetyltransferase
MLDAINPC_04064	CDS	864	aceR			HTH-type transcriptional regulator AceR
MLDAINPC_04065	CDS	456	aceI		COG4125	Short-chain diamines transporter
MLDAINPC_04066	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
MLDAINPC_04067	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
MLDAINPC_04068	CDS	849	rcnA		COG2215	Nickel/cobalt efflux system RcnA
MLDAINPC_04069	CDS	759				hypothetical protein
MLDAINPC_04070	CDS	513				hypothetical protein
MLDAINPC_04071	CDS	1077				hypothetical protein
MLDAINPC_04072	CDS	744	papD			Chaperone protein PapD
MLDAINPC_04073	CDS	2490	papC			Outer membrane usher protein PapC
MLDAINPC_04074	CDS	585	ybgD		COG3539	putative fimbrial-like protein YbgD
MLDAINPC_04075	CDS	633				hypothetical protein
MLDAINPC_04076	CDS	537	ail_4			Attachment invasion locus protein
MLDAINPC_04077	CDS	399	vapC_2	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
MLDAINPC_04078	CDS	228	vapB			Antitoxin VapB
MLDAINPC_04079	CDS	261				hypothetical protein
MLDAINPC_04080	CDS	801				hypothetical protein
MLDAINPC_04081	tRNA	74				tRNA-Gly(ccc)
MLDAINPC_04082	CDS	759	nlpD_2			Murein hydrolase activator NlpD
MLDAINPC_04083	CDS	546	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
MLDAINPC_04084	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
MLDAINPC_04085	CDS	882	prfB		COG1186	Peptide chain release factor RF2
MLDAINPC_04086	CDS	1602	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
MLDAINPC_04087	CDS	714	dsbC			Thiol:disulfide interchange protein DsbC
MLDAINPC_04088	CDS	897	xerD_2			Tyrosine recombinase XerD
MLDAINPC_04089	CDS	522	fldB		COG0716	Flavodoxin 2
MLDAINPC_04090	CDS	414	ygfX			Inner membrane protein YgfX
MLDAINPC_04091	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
MLDAINPC_04092	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
MLDAINPC_04093	CDS	192				hypothetical protein
MLDAINPC_04094	CDS	660				hypothetical protein
MLDAINPC_04095	CDS	381	yqfB	3.5.1.135	COG3097	N(4)-acetylcytidine amidohydrolase
MLDAINPC_04096	CDS	1434	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
MLDAINPC_04097	CDS	894				hypothetical protein
MLDAINPC_04098	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
MLDAINPC_04099	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
MLDAINPC_04100	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
MLDAINPC_04101	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
MLDAINPC_04102	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
MLDAINPC_04103	CDS	1317	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
MLDAINPC_04104	CDS	579				hypothetical protein
MLDAINPC_04105	CDS	330	zapA		COG3027	Cell division protein ZapA
MLDAINPC_04106	CDS	477	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
MLDAINPC_04107	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
MLDAINPC_04108	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
MLDAINPC_04109	CDS	894	argP		COG0583	HTH-type transcriptional regulator ArgP
MLDAINPC_04110	CDS	747				26 kDa periplasmic immunogenic protein
MLDAINPC_04111	CDS	636	argO		COG1279	Arginine exporter protein ArgO
MLDAINPC_04112	CDS	861	mscS_2		COG0668	Small-conductance mechanosensitive channel
MLDAINPC_04113	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
MLDAINPC_04114	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
MLDAINPC_04115	CDS	1047	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
MLDAINPC_04116	CDS	426				hypothetical protein
MLDAINPC_04117	CDS	579				hypothetical protein
MLDAINPC_04118	CDS	708				hypothetical protein
MLDAINPC_04119	CDS	678	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
MLDAINPC_04120	CDS	657	larO	7.2.2.-	COG1122	Nickel import ATP-binding protein LarO
MLDAINPC_04121	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
MLDAINPC_04122	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
MLDAINPC_04123	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
MLDAINPC_04124	CDS	891	bioH_1	3.1.1.85		Pimeloyl-[acyl-carrier protein] methyl ester esterase
MLDAINPC_04125	CDS	474	tabA_2		COG2731	Toxin-antitoxin biofilm protein TabA
MLDAINPC_04126	CDS	1008	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
MLDAINPC_04127	CDS	1017	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
MLDAINPC_04128	CDS	1473	mtlK	1.1.1.67		Mannitol 2-dehydrogenase
MLDAINPC_04129	CDS	750	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
MLDAINPC_04130	CDS	732				hypothetical protein
MLDAINPC_04131	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
MLDAINPC_04132	CDS	300				hypothetical protein
MLDAINPC_04133	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
MLDAINPC_04134	CDS	1395	galP		COG2814	Galactose-proton symporter
MLDAINPC_04135	CDS	456	sprT			Protein SprT
MLDAINPC_04136	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
MLDAINPC_04137	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MLDAINPC_04138	CDS	948	gshB	6.3.2.3		Glutathione synthetase
MLDAINPC_04139	CDS	564				hypothetical protein
MLDAINPC_04140	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MLDAINPC_04141	CDS	687				hypothetical protein
MLDAINPC_04142	CDS	981	yggR		COG2805	putative protein YggR
MLDAINPC_04143	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
MLDAINPC_04144	CDS	567				hypothetical protein
MLDAINPC_04145	CDS	291				hypothetical protein
MLDAINPC_04146	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MLDAINPC_04147	CDS	1137	hemW_2		COG0635	Heme chaperone HemW
MLDAINPC_04148	CDS	1008				hypothetical protein
MLDAINPC_04149	CDS	1047	ansB_1	3.5.1.1	COG0252	L-asparaginase 2
MLDAINPC_04150	CDS	720				hypothetical protein
MLDAINPC_04151	CDS	264			COG3171	putative protein
MLDAINPC_04152	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
MLDAINPC_04153	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
MLDAINPC_04154	CDS	276	yggX			putative Fe(2+)-trafficking protein
MLDAINPC_04155	CDS	1086	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
MLDAINPC_04156	CDS	1257	nupG		COG2211	Nucleoside permease NupG
MLDAINPC_04157	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
MLDAINPC_04158	CDS	708				hypothetical protein
MLDAINPC_04159	tRNA	76				tRNA-Phe(gaa)
MLDAINPC_04160	CDS	381				Virulence protein
MLDAINPC_04161	CDS	1326		2.3.1.315	COG0427	Succinyl-CoA:cyclohexane-1-carboxylate CoA transferase
MLDAINPC_04162	CDS	528	mch	4.2.1.148	COG2030	Mesaconyl-CoA hydratase
MLDAINPC_04163	CDS	843	mcl1	4.1.3.24		L-malyl-CoA/beta-methylmalyl-CoA lyase
MLDAINPC_04164	CDS	879	hcaR		COG0583	Hca operon transcriptional activator HcaR
MLDAINPC_04165	CDS	1740	atsA	3.1.6.1		Arylsulfatase
